customer_id,age_group,city,occupation,gender,marital status,avg_income
ATQCUS0044,21-24,Delhi NCR,Salaried IT Employees,Male,Married,50557
ATQCUS0045,21-24,Delhi NCR,Salaried IT Employees,Male,Married,51033
ATQCUS0046,21-24,Delhi NCR,Salaried IT Employees,Male,Married,47945
ATQCUS0047,21-24,Delhi NCR,Salaried IT Employees,Male,Married,47053
ATQCUS0048,21-24,Delhi NCR,Salaried IT Employees,Male,Married,47406
ATQCUS0049,21-24,Delhi NCR,Salaried Other Employees,Male,Married,30364
ATQCUS0050,21-24,Delhi NCR,Salaried Other Employees,Male,Married,31771
ATQCUS0051,21-24,Delhi NCR,Salaried Other Employees,Male,Married,28169
ATQCUS0052,21-24,Delhi NCR,Business Owners,Male,Married,56133
ATQCUS0053,21-24,Delhi NCR,Business Owners,Male,Married,53186
ATQCUS0054,21-24,Delhi NCR,Business Owners,Male,Married,53064
ATQCUS0055,21-24,Delhi NCR,Business Owners,Male,Married,51203
ATQCUS0056,21-24,Delhi NCR,Business Owners,Male,Married,52570
ATQCUS0057,21-24,Delhi NCR,Freelancers,Male,Married,25614
ATQCUS0058,21-24,Delhi NCR,Freelancers,Male,Married,26415
ATQCUS0059,21-24,Delhi NCR,Freelancers,Male,Married,25583
ATQCUS0060,21-24,Delhi NCR,Government Employees,Male,Married,39705
ATQCUS0061,21-24,Delhi NCR,Government Employees,Male,Married,42142
ATQCUS0062,21-24,Delhi NCR,Government Employees,Male,Married,38866
ATQCUS0063,21-24,Bengaluru,Salaried IT Employees,Male,Married,47988
ATQCUS0064,21-24,Bengaluru,Salaried IT Employees,Male,Married,48173
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698
ATQCUS0066,21-24,Bengaluru,Salaried IT Employees,Male,Married,47732
ATQCUS0067,21-24,Bengaluru,Salaried IT Employees,Male,Married,48165
ATQCUS0068,21-24,Bengaluru,Salaried IT Employees,Male,Married,49228
ATQCUS0069,21-24,Bengaluru,Salaried IT Employees,Male,Married,46756
ATQCUS0070,21-24,Bengaluru,Salaried Other Employees,Male,Married,29945
ATQCUS0071,21-24,Bengaluru,Salaried Other Employees,Male,Married,29797
ATQCUS0072,21-24,Bengaluru,Salaried Other Employees,Male,Married,32159
ATQCUS0073,21-24,Bengaluru,Salaried Other Employees,Male,Married,30173
ATQCUS0074,21-24,Bengaluru,Business Owners,Male,Married,56272
ATQCUS0075,21-24,Bengaluru,Business Owners,Male,Married,49549
ATQCUS0076,21-24,Bengaluru,Business Owners,Male,Married,52745
ATQCUS0077,21-24,Bengaluru,Business Owners,Male,Married,57469
ATQCUS0078,21-24,Bengaluru,Freelancers,Male,Married,26296
ATQCUS0079,21-24,Bengaluru,Freelancers,Male,Married,28630
ATQCUS0080,21-24,Bengaluru,Freelancers,Male,Married,26939
ATQCUS0081,21-24,Bengaluru,Freelancers,Male,Married,26626
ATQCUS0082,21-24,Bengaluru,Freelancers,Male,Married,25301
ATQCUS0083,21-24,Bengaluru,Freelancers,Male,Married,28776
ATQCUS0084,21-24,Bengaluru,Freelancers,Male,Married,27110
ATQCUS0085,21-24,Bengaluru,Government Employees,Male,Married,41857
ATQCUS0086,21-24,Bengaluru,Government Employees,Male,Married,42092
ATQCUS0087,21-24,Chennai,Salaried IT Employees,Male,Married,49918
ATQCUS0088,21-24,Chennai,Salaried IT Employees,Male,Married,46705
ATQCUS0089,21-24,Chennai,Salaried IT Employees,Male,Married,48116
ATQCUS0090,21-24,Chennai,Salaried IT Employees,Male,Married,45218
ATQCUS0091,21-24,Chennai,Salaried IT Employees,Male,Married,49735
ATQCUS0092,21-24,Chennai,Salaried IT Employees,Male,Married,46704
ATQCUS0093,21-24,Chennai,Salaried Other Employees,Male,Married,29431
ATQCUS0094,21-24,Chennai,Salaried Other Employees,Male,Married,31053
ATQCUS0095,21-24,Chennai,Salaried Other Employees,Male,Married,29244
ATQCUS0096,21-24,Chennai,Salaried Other Employees,Male,Married,30586
ATQCUS0097,21-24,Chennai,Salaried Other Employees,Male,Married,30755
ATQCUS0098,21-24,Chennai,Salaried Other Employees,Male,Married,29030
ATQCUS0099,21-24,Chennai,Business Owners,Male,Married,52836
ATQCUS0100,21-24,Chennai,Business Owners,Male,Married,57354
ATQCUS0101,21-24,Chennai,Business Owners,Male,Married,52959
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159
ATQCUS0103,21-24,Chennai,Freelancers,Male,Married,26433
ATQCUS0104,21-24,Chennai,Freelancers,Male,Married,27352
ATQCUS0105,21-24,Chennai,Government Employees,Male,Married,39399
ATQCUS0106,21-24,Chennai,Government Employees,Male,Married,40506
ATQCUS0107,21-24,Chennai,Government Employees,Male,Married,39116
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933
ATQCUS0109,21-24,Hyderabad,Salaried IT Employees,Male,Married,46461
ATQCUS0110,21-24,Hyderabad,Salaried IT Employees,Male,Married,46876
ATQCUS0111,21-24,Hyderabad,Salaried IT Employees,Male,Married,46753
ATQCUS0112,21-24,Hyderabad,Salaried IT Employees,Male,Married,46437
ATQCUS0113,21-24,Hyderabad,Salaried Other Employees,Male,Married,28672
ATQCUS0114,21-24,Hyderabad,Salaried Other Employees,Male,Married,28658
ATQCUS0115,21-24,Hyderabad,Salaried Other Employees,Male,Married,31009
ATQCUS0116,21-24,Hyderabad,Business Owners,Male,Married,51906
ATQCUS0117,21-24,Hyderabad,Business Owners,Male,Married,56388
ATQCUS0118,21-24,Hyderabad,Business Owners,Male,Married,57105
ATQCUS0119,21-24,Hyderabad,Freelancers,Male,Married,28931
ATQCUS0120,21-24,Hyderabad,Freelancers,Male,Married,26787
ATQCUS0121,21-24,Hyderabad,Freelancers,Male,Married,26642
ATQCUS0122,21-24,Hyderabad,Government Employees,Male,Married,39310
ATQCUS0123,21-24,Hyderabad,Government Employees,Male,Married,39453
ATQCUS0124,25-34,Mumbai,Salaried IT Employees,Male,Married,60010
ATQCUS0125,25-34,Mumbai,Salaried IT Employees,Male,Married,62076
ATQCUS0126,25-34,Mumbai,Salaried IT Employees,Male,Married,61715
ATQCUS0127,25-34,Mumbai,Salaried IT Employees,Male,Married,61386
ATQCUS0128,25-34,Mumbai,Salaried IT Employees,Male,Married,64788
ATQCUS0129,25-34,Mumbai,Salaried IT Employees,Male,Married,62599
ATQCUS0130,25-34,Mumbai,Salaried IT Employees,Male,Married,59015
ATQCUS0131,25-34,Mumbai,Salaried IT Employees,Male,Married,59519
ATQCUS0132,25-34,Mumbai,Salaried IT Employees,Male,Married,60601
ATQCUS0133,25-34,Mumbai,Salaried IT Employees,Male,Married,63550
ATQCUS0134,25-34,Mumbai,Salaried IT Employees,Male,Married,60422
ATQCUS0135,25-34,Mumbai,Salaried IT Employees,Male,Married,63042
ATQCUS0136,25-34,Mumbai,Salaried IT Employees,Male,Married,64965
ATQCUS0137,25-34,Mumbai,Salaried IT Employees,Male,Married,62476
ATQCUS0138,25-34,Mumbai,Salaried IT Employees,Male,Married,65129
ATQCUS0139,25-34,Mumbai,Salaried IT Employees,Male,Married,63168
ATQCUS0140,25-34,Mumbai,Salaried IT Employees,Male,Married,63309
ATQCUS0141,25-34,Mumbai,Salaried IT Employees,Male,Married,59185
ATQCUS0142,25-34,Mumbai,Salaried IT Employees,Male,Married,60592
ATQCUS0143,25-34,Mumbai,Salaried IT Employees,Male,Married,64916
ATQCUS0144,25-34,Mumbai,Salaried IT Employees,Male,Married,59919
ATQCUS0145,25-34,Mumbai,Salaried IT Employees,Male,Married,62870
ATQCUS0146,25-34,Mumbai,Salaried IT Employees,Male,Married,62632
ATQCUS0147,25-34,Mumbai,Salaried IT Employees,Male,Married,61036
ATQCUS0148,25-34,Mumbai,Salaried IT Employees,Male,Married,63329
ATQCUS0149,25-34,Mumbai,Salaried IT Employees,Male,Married,60296
ATQCUS0150,25-34,Mumbai,Salaried IT Employees,Male,Married,62129
ATQCUS0151,25-34,Mumbai,Salaried IT Employees,Male,Married,65775
ATQCUS0152,25-34,Mumbai,Salaried IT Employees,Male,Married,62124
ATQCUS0153,25-34,Mumbai,Salaried IT Employees,Male,Married,64136
ATQCUS0154,25-34,Mumbai,Salaried IT Employees,Male,Married,61417
ATQCUS0155,25-34,Mumbai,Salaried IT Employees,Male,Married,61381
ATQCUS0156,25-34,Mumbai,Salaried IT Employees,Male,Married,63062
ATQCUS0157,25-34,Mumbai,Salaried IT Employees,Male,Married,60555
ATQCUS0158,25-34,Mumbai,Salaried IT Employees,Male,Married,62602
ATQCUS0159,25-34,Mumbai,Salaried IT Employees,Male,Married,60450
ATQCUS0160,25-34,Mumbai,Salaried IT Employees,Male,Married,63644
ATQCUS0161,25-34,Mumbai,Salaried IT Employees,Male,Married,61554
ATQCUS0162,25-34,Mumbai,Salaried IT Employees,Male,Married,59120
ATQCUS0163,25-34,Mumbai,Salaried IT Employees,Male,Married,58558
ATQCUS0164,25-34,Mumbai,Salaried IT Employees,Male,Married,63627
ATQCUS0165,25-34,Mumbai,Salaried IT Employees,Male,Married,61970
ATQCUS0166,25-34,Mumbai,Salaried IT Employees,Male,Married,58736
ATQCUS0167,25-34,Mumbai,Salaried IT Employees,Male,Married,58653
ATQCUS0168,25-34,Mumbai,Salaried IT Employees,Male,Married,62499
ATQCUS0169,25-34,Mumbai,Salaried IT Employees,Male,Married,61462
ATQCUS0170,25-34,Mumbai,Salaried IT Employees,Male,Married,63997
ATQCUS0171,25-34,Mumbai,Salaried IT Employees,Male,Married,63303
ATQCUS0172,25-34,Mumbai,Salaried IT Employees,Male,Married,62524
ATQCUS0173,25-34,Mumbai,Salaried Other Employees,Male,Married,38451
ATQCUS0174,25-34,Mumbai,Salaried Other Employees,Male,Married,40322
ATQCUS0175,25-34,Mumbai,Salaried Other Employees,Male,Married,39792
ATQCUS0176,25-34,Mumbai,Salaried Other Employees,Male,Married,35866
ATQCUS0177,25-34,Mumbai,Salaried Other Employees,Male,Married,40590
ATQCUS0178,25-34,Mumbai,Salaried Other Employees,Male,Married,39786
ATQCUS0179,25-34,Mumbai,Salaried Other Employees,Male,Married,40182
ATQCUS0180,25-34,Mumbai,Salaried Other Employees,Male,Married,37778
ATQCUS0181,25-34,Mumbai,Salaried Other Employees,Male,Married,36944
ATQCUS0182,25-34,Mumbai,Salaried Other Employees,Male,Married,36413
ATQCUS0183,25-34,Mumbai,Salaried Other Employees,Male,Married,38855
ATQCUS0184,25-34,Mumbai,Salaried Other Employees,Male,Married,40069
ATQCUS0185,25-34,Mumbai,Salaried Other Employees,Male,Married,38275
ATQCUS0186,25-34,Mumbai,Salaried Other Employees,Male,Married,40064
ATQCUS0187,25-34,Mumbai,Salaried Other Employees,Male,Married,39300
ATQCUS0188,25-34,Mumbai,Salaried Other Employees,Male,Married,37806
ATQCUS0189,25-34,Mumbai,Salaried Other Employees,Male,Married,39093
ATQCUS0190,25-34,Mumbai,Salaried Other Employees,Male,Married,40756
ATQCUS0191,25-34,Mumbai,Salaried Other Employees,Male,Married,40504
ATQCUS0192,25-34,Mumbai,Salaried Other Employees,Male,Married,37924
ATQCUS0193,25-34,Mumbai,Salaried Other Employees,Male,Married,37933
ATQCUS0194,25-34,Mumbai,Salaried Other Employees,Male,Married,38934
ATQCUS0195,25-34,Mumbai,Salaried Other Employees,Male,Married,39152
ATQCUS0196,25-34,Mumbai,Salaried Other Employees,Male,Married,38516
ATQCUS0197,25-34,Mumbai,Salaried Other Employees,Male,Married,37926
ATQCUS0198,25-34,Mumbai,Salaried Other Employees,Male,Married,38478
ATQCUS0199,25-34,Mumbai,Salaried Other Employees,Male,Married,37896
ATQCUS0200,25-34,Mumbai,Salaried Other Employees,Male,Married,36218
ATQCUS0201,25-34,Mumbai,Salaried Other Employees,Male,Married,38398
ATQCUS0202,25-34,Mumbai,Salaried Other Employees,Male,Married,39954
ATQCUS0203,25-34,Mumbai,Salaried Other Employees,Male,Married,38243
ATQCUS0204,25-34,Mumbai,Salaried Other Employees,Male,Married,40003
ATQCUS0205,25-34,Mumbai,Salaried Other Employees,Male,Married,38976
ATQCUS0206,25-34,Mumbai,Salaried Other Employees,Male,Married,40071
ATQCUS0207,25-34,Mumbai,Salaried Other Employees,Male,Married,40389
ATQCUS0208,25-34,Mumbai,Salaried Other Employees,Male,Married,38959
ATQCUS0209,25-34,Mumbai,Salaried Other Employees,Male,Married,38835
ATQCUS0210,25-34,Mumbai,Salaried Other Employees,Male,Married,37463
ATQCUS0211,25-34,Mumbai,Business Owners,Male,Married,69245
ATQCUS0212,25-34,Mumbai,Business Owners,Male,Married,69085
ATQCUS0213,25-34,Mumbai,Business Owners,Male,Married,66382
ATQCUS0214,25-34,Mumbai,Business Owners,Male,Married,70656
ATQCUS0215,25-34,Mumbai,Business Owners,Male,Married,69308
ATQCUS0216,25-34,Mumbai,Business Owners,Male,Married,72391
ATQCUS0217,25-34,Mumbai,Business Owners,Male,Married,68539
ATQCUS0218,25-34,Mumbai,Business Owners,Male,Married,65942
ATQCUS0219,25-34,Mumbai,Business Owners,Male,Married,70026
ATQCUS0220,25-34,Mumbai,Business Owners,Male,Married,71685
ATQCUS0221,25-34,Mumbai,Business Owners,Male,Married,66559
ATQCUS0222,25-34,Mumbai,Business Owners,Male,Married,67978
ATQCUS0223,25-34,Mumbai,Business Owners,Male,Married,67394
ATQCUS0224,25-34,Mumbai,Business Owners,Male,Married,64166
ATQCUS0225,25-34,Mumbai,Business Owners,Male,Married,69472
ATQCUS0226,25-34,Mumbai,Business Owners,Male,Married,69911
ATQCUS0227,25-34,Mumbai,Business Owners,Male,Married,66957
ATQCUS0228,25-34,Mumbai,Business Owners,Male,Married,70963
ATQCUS0229,25-34,Mumbai,Business Owners,Male,Married,72185
ATQCUS0230,25-34,Mumbai,Business Owners,Male,Married,64735
ATQCUS0231,25-34,Mumbai,Business Owners,Male,Married,67717
ATQCUS0232,25-34,Mumbai,Business Owners,Male,Married,68463
ATQCUS0233,25-34,Mumbai,Business Owners,Male,Married,70146
ATQCUS0234,25-34,Mumbai,Business Owners,Male,Married,69878
ATQCUS0235,25-34,Mumbai,Business Owners,Male,Married,69783
ATQCUS0236,25-34,Mumbai,Business Owners,Male,Married,66405
ATQCUS0237,25-34,Mumbai,Business Owners,Male,Married,66016
ATQCUS0238,25-34,Mumbai,Business Owners,Male,Married,71743
ATQCUS0239,25-34,Mumbai,Business Owners,Male,Married,66411
ATQCUS0240,25-34,Mumbai,Business Owners,Male,Married,72909
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897
ATQCUS0242,25-34,Mumbai,Business Owners,Male,Married,71754
ATQCUS0243,25-34,Mumbai,Business Owners,Male,Married,69083
ATQCUS0244,25-34,Mumbai,Business Owners,Male,Married,67935
ATQCUS0245,25-34,Mumbai,Business Owners,Male,Married,66297
ATQCUS0246,25-34,Mumbai,Business Owners,Male,Married,68313
ATQCUS0247,25-34,Mumbai,Business Owners,Male,Married,70018
ATQCUS0248,25-34,Mumbai,Business Owners,Male,Married,68409
ATQCUS0249,25-34,Mumbai,Business Owners,Male,Married,66987
ATQCUS0250,25-34,Mumbai,Business Owners,Male,Married,66268
ATQCUS0251,25-34,Mumbai,Business Owners,Male,Married,73155
ATQCUS0252,25-34,Mumbai,Freelancers,Male,Married,34995
ATQCUS0253,25-34,Mumbai,Freelancers,Male,Married,35693
ATQCUS0254,25-34,Mumbai,Freelancers,Male,Married,36047
ATQCUS0255,25-34,Mumbai,Freelancers,Male,Married,33554
ATQCUS0256,25-34,Mumbai,Freelancers,Male,Married,33828
ATQCUS0257,25-34,Mumbai,Freelancers,Male,Married,36077
ATQCUS0258,25-34,Mumbai,Freelancers,Male,Married,33743
ATQCUS0259,25-34,Mumbai,Freelancers,Male,Married,33036
ATQCUS0260,25-34,Mumbai,Freelancers,Male,Married,35754
ATQCUS0261,25-34,Mumbai,Freelancers,Male,Married,33357
ATQCUS0262,25-34,Mumbai,Freelancers,Male,Married,35495
ATQCUS0263,25-34,Mumbai,Freelancers,Male,Married,33837
ATQCUS0264,25-34,Mumbai,Freelancers,Male,Married,32828
ATQCUS0265,25-34,Mumbai,Freelancers,Male,Married,35056
ATQCUS0266,25-34,Mumbai,Freelancers,Male,Married,34743
ATQCUS0267,25-34,Mumbai,Freelancers,Male,Married,34485
ATQCUS0268,25-34,Mumbai,Freelancers,Male,Married,37327
ATQCUS0269,25-34,Mumbai,Freelancers,Male,Married,33216
ATQCUS0270,25-34,Mumbai,Freelancers,Male,Married,33589
ATQCUS0271,25-34,Mumbai,Freelancers,Male,Married,35038
ATQCUS0272,25-34,Mumbai,Freelancers,Male,Married,35035
ATQCUS0273,25-34,Mumbai,Freelancers,Male,Married,36231
ATQCUS0274,25-34,Mumbai,Freelancers,Male,Married,36760
ATQCUS0275,25-34,Mumbai,Freelancers,Male,Married,35963
ATQCUS0276,25-34,Mumbai,Freelancers,Male,Married,36398
ATQCUS0277,25-34,Mumbai,Freelancers,Male,Married,35677
ATQCUS0278,25-34,Mumbai,Freelancers,Male,Married,35667
ATQCUS0279,25-34,Mumbai,Freelancers,Male,Married,34036
ATQCUS0280,25-34,Mumbai,Freelancers,Male,Married,35779
ATQCUS0281,25-34,Mumbai,Freelancers,Male,Married,34861
ATQCUS0282,25-34,Mumbai,Freelancers,Male,Married,34971
ATQCUS0283,25-34,Mumbai,Freelancers,Male,Married,34638
ATQCUS0284,25-34,Mumbai,Freelancers,Male,Married,32179
ATQCUS0285,25-34,Mumbai,Freelancers,Male,Married,33368
ATQCUS0286,25-34,Mumbai,Freelancers,Male,Married,34054
ATQCUS0287,25-34,Mumbai,Freelancers,Male,Married,35321
ATQCUS0288,25-34,Mumbai,Freelancers,Male,Married,36196
ATQCUS0289,25-34,Mumbai,Freelancers,Male,Married,33339
ATQCUS0290,25-34,Mumbai,Freelancers,Male,Married,36459
ATQCUS0291,25-34,Mumbai,Freelancers,Male,Married,35123
ATQCUS0292,25-34,Mumbai,Freelancers,Male,Married,34571
ATQCUS0293,25-34,Mumbai,Government Employees,Male,Married,51270
ATQCUS0294,25-34,Mumbai,Government Employees,Male,Married,54343
ATQCUS0295,25-34,Mumbai,Government Employees,Male,Married,51565
ATQCUS0296,25-34,Mumbai,Government Employees,Male,Married,49679
ATQCUS0297,25-34,Mumbai,Government Employees,Male,Married,52726
ATQCUS0298,25-34,Mumbai,Government Employees,Male,Married,52490
ATQCUS0299,25-34,Mumbai,Government Employees,Male,Married,51216
ATQCUS0300,25-34,Mumbai,Government Employees,Male,Married,54122
ATQCUS0301,25-34,Mumbai,Government Employees,Male,Married,51844
ATQCUS0302,25-34,Mumbai,Government Employees,Male,Married,52954
ATQCUS0303,25-34,Mumbai,Government Employees,Male,Married,52765
ATQCUS0304,25-34,Mumbai,Government Employees,Male,Married,52111
ATQCUS0305,25-34,Mumbai,Government Employees,Male,Married,50285
ATQCUS0306,25-34,Mumbai,Government Employees,Male,Married,52422
ATQCUS0307,25-34,Mumbai,Government Employees,Male,Married,52951
ATQCUS0308,25-34,Mumbai,Government Employees,Male,Married,55029
ATQCUS0309,25-34,Mumbai,Government Employees,Male,Married,54479
ATQCUS0310,25-34,Mumbai,Government Employees,Male,Married,50234
ATQCUS0311,25-34,Mumbai,Government Employees,Male,Married,51260
ATQCUS0312,25-34,Mumbai,Government Employees,Male,Married,51309
ATQCUS0313,25-34,Mumbai,Government Employees,Male,Married,53804
ATQCUS0314,25-34,Mumbai,Government Employees,Male,Married,50583
ATQCUS0315,25-34,Mumbai,Government Employees,Male,Married,55035
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150
ATQCUS0317,25-34,Delhi NCR,Salaried IT Employees,Male,Married,65013
ATQCUS0318,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61878
ATQCUS0319,25-34,Delhi NCR,Salaried IT Employees,Male,Married,66615
ATQCUS0320,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60632
ATQCUS0321,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63109
ATQCUS0322,25-34,Delhi NCR,Salaried IT Employees,Male,Married,59478
ATQCUS0323,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60110
ATQCUS0324,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60538
ATQCUS0325,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60986
ATQCUS0326,25-34,Delhi NCR,Salaried IT Employees,Male,Married,59191
ATQCUS0327,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63617
ATQCUS0328,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60891
ATQCUS0329,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64749
ATQCUS0330,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60327
ATQCUS0331,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63988
ATQCUS0332,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61255
ATQCUS0333,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60280
ATQCUS0334,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62990
ATQCUS0335,25-34,Delhi NCR,Salaried IT Employees,Male,Married,65018
ATQCUS0336,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62330
ATQCUS0337,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60110
ATQCUS0338,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64774
ATQCUS0339,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63067
ATQCUS0340,25-34,Delhi NCR,Salaried IT Employees,Male,Married,65299
ATQCUS0341,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61043
ATQCUS0342,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60481
ATQCUS0343,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64782
ATQCUS0344,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60583
ATQCUS0345,25-34,Delhi NCR,Salaried IT Employees,Male,Married,65717
ATQCUS0346,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64015
ATQCUS0347,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62189
ATQCUS0348,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64873
ATQCUS0349,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62920
ATQCUS0350,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63005
ATQCUS0351,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61364
ATQCUS0352,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62417
ATQCUS0353,25-34,Delhi NCR,Salaried IT Employees,Male,Married,61976
ATQCUS0354,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64722
ATQCUS0355,25-34,Delhi NCR,Salaried IT Employees,Male,Married,59483
ATQCUS0356,25-34,Delhi NCR,Salaried IT Employees,Male,Married,59921
ATQCUS0357,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60866
ATQCUS0358,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60218
ATQCUS0359,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63111
ATQCUS0360,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64342
ATQCUS0361,25-34,Delhi NCR,Salaried Other Employees,Male,Married,37579
ATQCUS0362,25-34,Delhi NCR,Salaried Other Employees,Male,Married,39076
ATQCUS0363,25-34,Delhi NCR,Salaried Other Employees,Male,Married,40638
ATQCUS0364,25-34,Delhi NCR,Salaried Other Employees,Male,Married,37978
ATQCUS0365,25-34,Delhi NCR,Salaried Other Employees,Male,Married,40093
ATQCUS0366,25-34,Delhi NCR,Salaried Other Employees,Male,Married,41039
ATQCUS0367,25-34,Delhi NCR,Salaried Other Employees,Male,Married,36640
ATQCUS0368,25-34,Delhi NCR,Salaried Other Employees,Male,Married,39893
ATQCUS0369,25-34,Delhi NCR,Salaried Other Employees,Male,Married,40041
ATQCUS0370,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38648
ATQCUS0371,25-34,Delhi NCR,Salaried Other Employees,Male,Married,39178
ATQCUS0372,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38480
ATQCUS0373,25-34,Delhi NCR,Salaried Other Employees,Male,Married,36443
ATQCUS0374,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38009
ATQCUS0375,25-34,Delhi NCR,Salaried Other Employees,Male,Married,40953
ATQCUS0376,25-34,Delhi NCR,Salaried Other Employees,Male,Married,37814
ATQCUS0377,25-34,Delhi NCR,Salaried Other Employees,Male,Married,37623
ATQCUS0378,25-34,Delhi NCR,Salaried Other Employees,Male,Married,36235
ATQCUS0379,25-34,Delhi NCR,Salaried Other Employees,Male,Married,39594
